clean_desc,variety
acidity apple fruit,Chardonnay
mineral,Nebbiolo
berry red,Nebbiolo
red apple pear,Champagne Blend
dry mineral acidity,Rosé
fruit red sweet oak acidity,Pinot Noir
fruit,Nebbiolo
black structure fruit,Malbec
black rich black wood,Malbec
black cherry fruit,Pinot Noir
cherry acidity,Tempranillo
pear,Riesling
fruit sweet cherry oak rich,Bordeaux-style Red Blend
rich black,Cabernet Sauvignon
rich wood fruit sweet rich fruit,Red Blend
acidity,Pinot Noir
red cherry vanilla sweet wood creamy,Syrah
rich black cherry dry,Bordeaux-style Red Blend
black cherry fruit black spicy,Shiraz
rich red,Merlot
vanilla fruit acidity,Cabernet Sauvignon
vanilla creamy,Chardonnay
wood structure black fruit,Bordeaux-style Red Blend
fruit creamy fruit,Chardonnay
red berry pepper,Red Blend
dry black mineral oak,Cabernet Sauvignon
white,White Blend
oak vanilla citrus white rich,White Blend
red black black,Pinot Noir
rich red cherry acidity spicy,Syrah
dry wood fruit,Malbec
rich cherry fruit,Pinot Noir
crisp acidity citrus,Champagne Blend
fruit black pepper oak rich fruit,Syrah
red fruit black cherry,Cabernet Sauvignon
berry berry,Nebbiolo
rich creamy fruit acidity acidity,Chardonnay
black cherry fruit rich,Nebbiolo
fruit mineral dry,Nebbiolo
earth white,Nebbiolo
black fruit,Nebbiolo
black sweet black acidity,Merlot
acidity pear mineral,Chardonnay
light vanilla white,Nebbiolo
cherry vanilla mineral,Nebbiolo
rich fruit crisp acidity,Champagne Blend
fruit vanilla,Nebbiolo
creamy sweet citrus acidity,Sauvignon Blanc
mineral oak,Cabernet Sauvignon
cherry white mineral acidity,Nebbiolo
red rich fruit dry,Champagne Blend
rich mineral acidity,Grüner Veltliner
sweet fruit,Nebbiolo
wood fruit acidity,Grüner Veltliner
earth berry white apple,Nebbiolo
black fruit mineral honey,Nebbiolo
spicy black fruit sweet,Bordeaux-style Red Blend
fruit black,Nebbiolo
light wood rich fruit rich,Nebbiolo
cherry oak crisp,Nebbiolo
fruit red apple fruit,Chardonnay
rich oak,Syrah
light fruit cherry light,Pinot Noir
white fruit spicy oak vanilla,Pinot Grigio
fruit,Malbec
sweet apple fruit,Riesling
white white rich fruit vanilla fruit,Pinot Grigio
oak citrus,Pinot Grigio
spicy wood fruit citrus acidity,Chardonnay
fruit honey white apple dry crisp,White Blend
black black fruit,Malbec
red dry,Malbec
black cherry earth fruit,Pinot Noir
rich red,Bordeaux-style Red Blend
fruit spicy red berry,Malbec
oak berry lemon berry fruit,Red Blend
creamy apple pear apple oak,Chardonnay
citrus apple citrus sweet,Riesling
vanilla fruit citrus fruit,White Blend
black berry sweet fruit acidity,Cabernet Sauvignon
rich white spicy rich,Pinot Grigio
oak vanilla acidity,Chardonnay
sweet honey vanilla acidity,Viognier
white fruit,White Blend
creamy rich vanilla,White Blend
red berry mineral fruit,Malbec
oak citrus,Chardonnay
cherry red,Nebbiolo
fruit fruit,Red Blend
red fruit mineral,Nebbiolo
rich dry red cherry acidity,Champagne Blend
berry structure,Nebbiolo
black fruit,Nebbiolo
creamy crisp acidity white apple,Chardonnay
cherry,Nebbiolo
black fruit white structure,Nebbiolo
sweet cherry,Cabernet Sauvignon
dry rich vanilla crisp acidity,Chardonnay
earth,Nebbiolo
oak black fruit,Barbera
cherry mineral structure black,Nebbiolo
fruit apple oak fruit,Chardonnay
crisp citrus,Sauvignon Blanc
berry mineral,Nebbiolo
fruit cherry white mineral creamy,Nebbiolo
red fruit cherry,Nebbiolo
acidity,Champagne Blend
acidity cherry fruit,Merlot
rich fruit citrus fruit,Champagne Blend
berry earth,Nebbiolo
black fruit,Nebbiolo
red cherry mineral,Cabernet Sauvignon
black dry,Nebbiolo
black fruit pepper,Malbec
spicy black fruit fruit rich wood,Rhône-style Red Blend
rich dry crisp red sweet oak,Pinot Noir
red cherry acidity,Pinot Noir
rich cherry sweet oak,Pinot Noir
creamy fruit honey butter,White Blend
red apple pear sweet,Chardonnay
acidity dry dry fruit,Red Blend
spicy fruit fruit black,Syrah
oak vanilla lemon rich,Pinot Grigio
black cherry fruit,Pinot Noir
spicy lemon apple,White Blend
white citrus acidity,Sauvignon Blanc
creamy fruit apple rich,White Blend
acidity oak vanilla fruit acidity,Malbec
sweet oak,Cabernet Sauvignon
fruit,Cabernet Sauvignon
pepper apple acidity,Grüner Veltliner
creamy acidity fruit vanilla,Chardonnay
red berry oak pepper dry vanilla,Bordeaux-style Red Blend
black fruit rich black berry pepper structure,Merlot
white oak citrus fruit crisp acidity white,White Blend
white pear fruit lemon,Pinot Grigio
oak rich vanilla white,Nebbiolo
rich mineral structure acidity,Grüner Veltliner
red fruit,Syrah
white rich citrus fruit pear white apple oak vanilla,Bordeaux-style White Blend
white,Nebbiolo
dry cherry,Nebbiolo
cherry fruit,Nebbiolo
berry structure,Nebbiolo
vanilla black rich,Nebbiolo
black,Cabernet Sauvignon
rich fruit rich fruit,Nebbiolo
mineral red fruit,Nebbiolo
berry lemon,Nebbiolo
dry structure acidity spicy black,Pinot Noir
light white cherry red apple structure,Nebbiolo
black,Red Blend
fruit oak,Barbera
red,Nebbiolo
vanilla black fruit cherry,Cabernet Sauvignon
cherry cherry wood acidity,Cabernet Sauvignon
fruit white cherry light,Nebbiolo
cherry fruit light,Bordeaux-style Red Blend
white cherry,Nebbiolo
berry earth,Nebbiolo
rich dry,Syrah
black fruit,Nebbiolo
cherry spicy,Syrah
crisp citrus,Sauvignon Blanc
black oak,Syrah
sweet cherry berry,Pinot Noir
white pear lemon apple lemon,White Blend
cherry black vanilla fruit,Bordeaux-style Red Blend
red light red cherry,Red Blend
crisp red lemon acidity,Rosé
black sweet cherry red,Cabernet Sauvignon
cherry black cherry black,Red Blend
rich white acidity citrus crisp,Chardonnay
acidity red berry,Pinot Noir
red fruit light dry fruit,Cabernet Franc
citrus acidity,Sparkling Blend
crisp acidity,Sauvignon Blanc
red berry oak black berry fruit,Sangiovese
red berry acidity fruit,Rosé
light crisp citrus acidity mineral,Sauvignon Blanc
light spicy acidity,Rosé
lemon mineral butter oak pear,Chardonnay
black,Red Blend
black,Red Blend
light cherry,Sangiovese
vanilla black cherry,Sangiovese
spicy black cherry,Pinot Noir
light lemon acidity,Chardonnay
citrus white,White Blend
lemon fruit oak acid,Chardonnay
oak black pepper,Syrah
rich oak vanilla structure rich black light,Pinot Noir
fruit lemon acidity,Chardonnay
black black black fruit rich,Cabernet Sauvignon
oak spicy fruit,Pinot Noir
fruit dry citrus acidity creamy fruit,Champagne Blend
black,Red Blend
rich fruit,Cabernet Sauvignon
creamy spicy rich acidity white rich,Portuguese White
red acidity white pepper,Syrah
structure oak fruit,Pinot Noir
oak light cherry,Pinot Noir
black pepper,Cabernet Sauvignon
black cherry black pepper black,Pinot Noir
spicy black cherry,Pinot Noir
fruit cherry black cherry fruit,Pinot Noir
rich lemon,Chardonnay
fruit acid mineral,Pinot Noir
mineral structure structure black,Portuguese Red
red vanilla cherry vanilla black pepper cherry,Cabernet Sauvignon
acid lemon apple mineral,Sparkling Blend
fruit light dry light,Pinot Noir
berry black cherry pepper,Nebbiolo
white oak apple lemon white pepper,Grüner Veltliner
dry rich black fruit structure,Bordeaux-style Red Blend
pepper fruit black,Rhône-style Red Blend
red berry white pepper red cherry acidity,Nebbiolo
rich white vanilla acidity,Chardonnay
earth cherry,Pinot Noir
apple honey sweet acidity,Riesling
mineral dry acidity,Riesling
fruit pear citrus apple acidity,Sparkling Blend
wood black structure acidity,Portuguese Red
white lemon acidity crisp,Riesling
wood acidity,Port
acidity crisp white,Chardonnay
white sweet mineral,Riesling
acidity oak,Pinot Noir
rich structure mineral honey apple pear,Chardonnay
crisp citrus acidity mineral structure,Chardonnay
dry spicy fruit,Port
light dry acidity light citrus apple,Sparkling Blend
pear sweet acidity,Riesling
red white pepper,Pinot Noir
berry berry,Tempranillo Blend
acidity pear light lemon sweet,Champagne Blend
earth rich black berry black pepper,Red Blend
mineral dry white honey mineral,Riesling
apple lemon mineral crisp,Glera
lemon white apple lemon creamy acidity,Sparkling Blend
rich black,Bordeaux-style Red Blend
fruit wood citrus crisp acidity,Portuguese White
black berry cherry white pepper acidity,Red Blend
acidity red structure mineral,Pinot Noir
black cherry black black pepper,Red Blend
rich berry,Portuguese Red
vanilla acidity apple acidity white,White Blend
vanilla rich crisp lemon,Chardonnay
red berry dry acidity black,Pinot Noir
white pepper,Viognier
fruit,Chardonnay
berry fruit,Red Blend
black black black,Syrah
creamy oak pear fruit acidity,Pinot Gris
white fruit acidity lemon apple,Sauvignon Blanc
oak pear fruit,Rosé
pepper acidity,Syrah
mineral dry lemon crisp apple,Riesling
berry fruit,Red Blend
fruit fruit,Cabernet Sauvignon
rich acidity,Sauvignon Blanc
citrus fruit creamy,Chardonnay
black,Shiraz
cherry oak,Pinot Noir
lemon citrus,Riesling
red vanilla cherry,Bordeaux-style Red Blend
black red berry fruit structure,Syrah
red berry cherry white pepper acidity,Nebbiolo
cherry,Pinot Noir
red cherry pepper,Malbec
berry rich oak vanilla berry,Cabernet Sauvignon
fruit acidity citrus,Bordeaux-style Red Blend
sweet cherry rich,Red Blend
black cherry acidity,Merlot
light,Bordeaux-style Red Blend
cherry acidity,Merlot
crisp apple acid,Riesling
rich,Pinot Noir
rich light red cherry rich,Pinot Noir
creamy white fruit rich light acidity,Champagne Blend
vanilla,Shiraz
black cherry fruit cherry fruit red,Grenache
acidity vanilla berry,Cabernet Franc
citrus dry,Riesling
apple creamy acidity,Chardonnay
rich fruit rich,Chardonnay
crisp acidity,Chardonnay
acidity citrus creamy,Bordeaux-style White Blend
black dry structure,Bordeaux-style Red Blend
rich berry acidity,Bordeaux-style Red Blend
structure cherry,Gamay
cherry fruit fruit crisp berry acidity dry,Gamay
dry fruit lemon,Riesling
dry crisp fruit white acidity,Sauvignon Blanc
oak acidity spicy,Pinot Noir
oak black fruit pepper acid black cherry pepper sweet vanilla,Red Blend
apple white lemon light mineral crisp acidity,Pinot Grigio
vanilla honey sweet dry,White Blend
dry acidity light cherry,Pinot Noir
red,Portuguese Red
black black cherry black pepper vanilla,Red Blend
fruit pear apple acidity,Pinot Grigio
black cherry,Pinot Noir
citrus sweet lemon fruit honey,White Blend
spicy rich black acidity,Portuguese Red
lemon mineral sweet apple lemon acidity dry,Pinot Grigio
rich black light wood,Bordeaux-style Red Blend
mineral acidity honey,Chardonnay
rich black acidity dry,Bordeaux-style Red Blend
structure,Pinot Noir
earth fruit,Red Blend
sweet,Zinfandel
fruit acidity black,Cabernet Sauvignon
black cherry,Merlot
black fruit oak vanilla black cherry,Red Blend
fruit oak,Merlot
black rich,Rhône-style Red Blend
wood crisp acidity light,Chardonnay
red fruit,Cabernet Sauvignon
red berry fruit red,Rhône-style Red Blend
rich,Cabernet Sauvignon
mineral dry white,Riesling
black cherry red fruit black,Cabernet Sauvignon
red,Rosé
oak oak oak fruit butter,Chardonnay
oak sweet sweet spicy,Zinfandel
lemon acidity,Chardonnay
acidity red structure,Pinot Noir
red,Pinot Noir
acidity structure rich,Chardonnay
dry apple berry vanilla,Cabernet Sauvignon
dry apple pear acidity,Chardonnay
vanilla cherry acidity,Barbera
fruit,Grenache
wood red light acidity,Rhône-style Red Blend
cherry,Cabernet Sauvignon
apple lemon acidity,Sauvignon Blanc
oak fruit,Cabernet Franc
citrus dry sweet fruit,Sauvignon Blanc
fruit spicy,White Blend
sweet honey vanilla acidity,Sparkling Blend
lemon crisp,Pinot Grigio
oak vanilla fruit wood,Red Blend
sweet honey,Sparkling Blend
cherry,Syrah
acidity fruit,Sauvignon Blanc
oak wood vanilla fruit,Red Blend
red oak,Merlot
apple oak acid,Chardonnay
light acidity,Gewürztraminer
apple dry apple pear,Gewürztraminer
red red berry earth black cherry acidity,Red Blend
oak,Zinfandel
fruit,Merlot
apple vanilla pear apple lemon pear lemon,Viognier
fruit acidity,Syrah
sweet vanilla sweet,Red Blend
dry rich crisp acidity light,Rosé
fruit citrus,Grüner Veltliner
lemon light,Riesling
pear lemon pear light,White Blend
rich creamy citrus apple,Champagne Blend
fruit dry,Cabernet Sauvignon
apple apple,Albariño
cherry,Rhône-style Red Blend
red cherry black black pepper,Red Blend
dry mineral pear acidity,Champagne Blend
earth black cherry,Red Blend
rich vanilla oak sweet,Zinfandel
cherry fruit vanilla fruit,Red Blend
earth fruit black cherry pepper fruit,Red Blend
fruit,Merlot
red apple sweet cherry,Cabernet Sauvignon
sweet cherry,Cabernet Sauvignon
berry black cherry acidity,Sangiovese
red mineral fruit,Champagne Blend
black cherry oak,Red Blend
vanilla fruit oak,Cabernet Sauvignon
apple,White Blend
light fruit red,Gamay
oak sweet,Cabernet Sauvignon
cherry cherry light acidity,Rosé
crisp red berry acidity tannin,Gamay
structure fruit black crisp acidity mineral,Gamay
fruit light fruit,Pinot Noir
black light,Pinot Noir
spicy red acidity structure,Portuguese Red
acidity crisp lemon,Portuguese White
acidity,Gewürztraminer
fruit sweet pear fruit,Pinot Gris
light pear apple crisp,Chardonnay
lemon white,Sauvignon Blanc
berry dry,Tempranillo
pepper,Cabernet Sauvignon
fruit apple lemon,Chardonnay
crisp red fruit acidity,Gamay
light acidity red berry,Gamay
berry acid red fruit,Malbec
cherry,Malbec
oak,Zinfandel
fruit,Merlot
apple vanilla pear apple lemon pear lemon,Viognier
fruit acidity,Syrah
sweet vanilla sweet,Red Blend
rich creamy citrus apple,Champagne Blend
fruit dry,Cabernet Sauvignon
dry rich crisp acidity light,Rosé
fruit citrus,Grüner Veltliner
lemon light,Riesling
pear lemon pear light,White Blend
dry mineral pear acidity,Champagne Blend
earth black cherry,Red Blend
earth fruit black cherry pepper fruit,Red Blend
rich vanilla oak sweet,Zinfandel
cherry fruit vanilla fruit,Red Blend
rich black fruit vanilla,Cabernet Sauvignon
cherry dry fruit,Viognier
acidity,Merlot
light,Sauvignon Blanc
pear light white fruit,Grüner Veltliner
vanilla fruit light,Merlot
red fruit light,Merlot
lemon,Chardonnay
light red earth fruit light oak,Grenache
fruit black cherry black pepper fruit,Sangiovese
citrus light mineral dry crisp,Chardonnay
dry crisp light cherry,Pinot Noir
red acidity fruit mineral,Portuguese White
fruit,Malbec
lemon acidity light crisp,Chardonnay
acid citrus,Chardonnay
acidity cherry white pepper,Red Blend
dry red,Syrah
dry dry crisp acidity rich lemon,Sauvignon Blanc
rich red cherry black pepper,Merlot
white white apple acidity crisp,Pinot Grigio
dry crisp cherry,Pinot Noir
dry berry fruit,Zinfandel
white pear lemon acidity,Riesling
dry,Cabernet Sauvignon
fruit pear apple acidity,Pinot Grigio
black cherry,Pinot Noir
white citrus dry,Riesling
mineral fruit acidity,Chardonnay
dry vanilla spicy spicy,Gewürztraminer
wood fruit rich red sweet,Port
citrus acidity,Pinot Grigio
white fruit apple white mineral acidity,Pinot Grigio
citrus mineral,White Blend
black fruit,Cabernet Sauvignon
berry earth red creamy oak,Pinot Noir
fruit acidity mineral,Sauvignon Blanc
rich spicy cherry fruit,Sangiovese
oak,Sangiovese
red berry oak red cherry,Sangiovese
pepper vanilla,Red Blend
rich black cherry,Pinot Noir
berry red cherry,Sangiovese
fruit dry,Cabernet Sauvignon
light black black cherry fruit,Pinot Noir
red earth black cherry,Sangiovese
honey vanilla light,Pinot Gris
earth black cherry,Sangiovese
red fruit,Merlot
black black fruit,Bordeaux-style Red Blend
light,Chardonnay
cherry black pepper red cherry,Red Blend
spicy,Bordeaux-style Red Blend
spicy cherry oak,Red Blend
cherry red spicy black pepper,Red Blend
acidity light apple,Chardonnay
berry berry,Tempranillo
pepper,Rosé
cherry berry,Tempranillo Blend
white vanilla lemon acidity,Sauvignon Blanc
earth black cherry white pepper fruit,Sangiovese
vanilla oak fruit dry,Red Blend
lemon dry,Riesling
black cherry light,Pinot Noir
cherry black cherry sweet earth,Pinot Noir
dry white oak fruit crisp oak acidity pear apple,Gewürztraminer
light apple pear crisp acidity dry sweet,Riesling
tannin acidity fruit,Portuguese Red
spicy,Bordeaux-style Red Blend
fruit cherry rich,Merlot
pear white fruit vanilla light,Chardonnay
white pepper,Syrah
lemon lemon,Chardonnay
fruit oak lemon,Chardonnay
black rich acidity,Portuguese Red
berry black cherry vanilla acidity,Nebbiolo
fruit,Pinot Noir
fruit,Red Blend
black berry fruit black cherry,Shiraz
earth black cherry,Nebbiolo
oak fruit black cherry,Pinot Noir
wood rich white mineral white,Portuguese White
structure black fruit wood,Red Blend
spicy mineral white lemon,Riesling
spicy fruit citrus,Pinot Noir
light light cherry white pepper oak,Pinot Noir
acidity,Riesling
dry acidity,Riesling
dry lemon,Riesling
creamy oak black fruit spicy,Malbec
cherry berry fruit acidity,Pinot Noir
dry red,Gamay
light acidity,Rosé
red acidity,Rosé
cherry,Pinot Noir
berry,Red Blend
cherry,Malbec
berry,Red Blend
fruit,Chardonnay
citrus,Sauvignon Blanc
berry black,Tempranillo
black cherry,Pinot Noir
citrus,Albariño
acidity lemon crisp,Portuguese White
acidity rich red berry,Rosé
red red light structure,Gamay
light sweet black cherry,Pinot Noir
citrus apple fruit dry,Sparkling Blend
dry acid cherry red acidity,Malbec
red cherry acidity,Gamay
acidity cherry light acidity crisp,Gamay
sweet honey apple rich honey vanilla,Riesling
structure,Gamay
cherry acidity red berry,Cabernet Sauvignon
pear mineral vanilla lemon,Viognier
citrus fruit fruit dry,Syrah
oak cherry acidity,Red Blend
red white black pepper earth red berry red,Red Blend
pepper black,Cabernet Sauvignon
red black cherry,Pinot Noir
earth apple lemon lemon acidity,Riesling
creamy,Sauvignon Blanc
fruit,Red Blend
black cherry red structure,Merlot
cherry red fruit rich,Bordeaux-style Red Blend
red lemon citrus fruit acidity,Sauvignon Blanc
cherry cherry,Cabernet Sauvignon
cherry acidity,Pinot Noir
berry cherry fruit earth,Cabernet Franc
earth cherry,Bordeaux-style Red Blend
black pepper fruit acidity,Syrah
light,Syrah
light oak red fruit,Grenache
red cherry fruit,Syrah
red black berry,Pinot Noir
crisp cherry fruit vanilla,Bordeaux-style Red Blend
rich black berry cherry creamy,Red Blend
rich fruit mineral,Sauvignon Blanc
light sweet fruit,Chardonnay
oak tannin acidity,Cabernet Sauvignon
black cherry black,Red Blend
acidity,Cabernet Franc
dry acidity,Riesling
light cherry fruit,Pinot Noir
black cherry oak rich black,Pinot Noir
black cherry,Syrah
light light apple,Chardonnay
rich dry,Riesling
lemon apple white,Chardonnay
honey dry,Riesling
acidity dry honey apple,Riesling
wood dry wood fruit fruit mineral acidity,Gamay
pear crisp,Chardonnay
berry,Cabernet Sauvignon
apple dry sweet mineral,Riesling
crisp red cherry berry vanilla,Pinot Noir
crisp mineral,Chardonnay
red fruit,Pinot Noir
spicy berry red fruit,Pinot Noir
black cherry fruit,Pinot Noir
mineral acidity,Champagne Blend
dry acidity dry,Port
